# ZDC LUT for HI running 2023, first pass implementation
# Scaling factor of 10000 used for double -> int conversion
#<header> V1 13 32 </header>

0 10000 # Scaling Factor
1 1659 # [index ibit=0], [index idet=0]
986 187540860 # [index ibit=217], [index idet=3]
987 193785811 # [index ibit=218], [index idet=3]
988 200029791 # [index ibit=219], [index idet=3]
989 206275324 # [index ibit=220], [index idet=3]
990 212520857 # [index ibit=221], [index idet=3]
991 218766391 # [index ibit=222], [index idet=3]
992 225009983 # [index ibit=223], [index idet=3]
993 231255516 # [index ibit=224], [index idet=3]
994 237501049 # [index ibit=225], [index idet=3]
995 243744641 # [index ibit=226], [index idet=3]
996 249990175 # [index ibit=227], [index idet=3]
997 259358474 # [index ibit=228], [index idet=3]
998 271847600 # [index ibit=229], [index idet=3]
999 284336725 # [index ibit=230], [index idet=3]
1000 296827791 # [index ibit=231], [index idet=3]
1001 309316917 # [index ibit=232], [index idet=3]
1002 321807983 # [index ibit=233], [index idet=3]
1003 334297108 # [index ibit=234], [index idet=3]
1004 346786234 # [index ibit=235], [index idet=3]
1005 359277300 # [index ibit=236], [index idet=3]
1006 371766425 # [index ibit=237], [index idet=3]
1007 384257491 # [index ibit=238], [index idet=3]
1008 396746617 # [index ibit=239], [index idet=3]
1009 409235742 # [index ibit=240], [index idet=3]
1010 421726809 # [index ibit=241], [index idet=3]
1011 434215934 # [index ibit=242], [index idet=3]
1012 446707000 # [index ibit=243], [index idet=3]
1013 459196126 # [index ibit=244], [index idet=3]
1014 471685251 # [index ibit=245], [index idet=3]
1015 484176317 # [index ibit=246], [index idet=3]
1016 496665443 # [index ibit=247], [index idet=3]
1017 509156509 # [index ibit=248], [index idet=3]
1018 527891167 # [index ibit=249], [index idet=3]
1019 552869418 # [index ibit=250], [index idet=3]
1020 577849610 # [index ibit=251], [index idet=3]
1021 602829801 # [index ibit=252], [index idet=3]
1022 627809993 # [index ibit=253], [index idet=3]
1023 652790185 # [index ibit=254], [index idet=3]
1024 677768435 # [index ibit=255], [index idet=3]
1025 3222 # [index ibit=0], [index idet=4]
1026 9667 # [index ibit=1], [index idet=4]
1027 16112 # [index ibit=2], [index idet=4]
1028 22558 # [index ibit=3], [index idet=4]
1029 29003 # [index ibit=4], [index idet=4]
1030 35448 # [index ibit=5], [index idet=4]
1031 41893 # [index ibit=6], [index idet=4]
1032 48338 # [index ibit=7], [index idet=4]
1033 54783 # [index ibit=8], [index idet=4]
1034 61228 # [index ibit=9], [index idet=4]
1035 67674 # [index ibit=10], [index idet=4]
1036 74119 # [index ibit=11], [index idet=4]
1037 80564 # [index ibit=12], [index idet=4]
1038 87009 # [index ibit=13], [index idet=4]
1039 93454 # [index ibit=14], [index idet=4]
1040 99899 # [index ibit=15], [index idet=4]
1041 109567 # [index ibit=16], [index idet=4]
1042 122457 # [index ibit=17], [index idet=4]
1043 135348 # [index ibit=18], [index idet=4]
1044 148238 # [index ibit=19], [index idet=4]
1045 161129 # [index ibit=20], [index idet=4]
1046 174019 # [index ibit=21], [index idet=4]
1047 186909 # [index ibit=22], [index idet=4]
1048 199799 # [index ibit=23], [index idet=4]
1049 212691 # [index ibit=24], [index idet=4]
1050 225580 # [index ibit=25], [index idet=4]
1051 238470 # [index ibit=26], [index idet=4]
1052 251360 # [index ibit=27], [index idet=4]
1053 264252 # [index ibit=28], [index idet=4]
1054 277141 # [index ibit=29], [index idet=4]
1055 290031 # [index ibit=30], [index idet=4]
1056 302923 # [index ibit=31], [index idet=4]
1057 315813 # [index ibit=32], [index idet=4]
1058 328703 # [index ibit=33], [index idet=4]
1059 341592 # [index ibit=34], [index idet=4]
1060 354484 # [index ibit=35], [index idet=4]
1061 373819 # [index ibit=36], [index idet=4]
1062 399600 # [index ibit=37], [index idet=4]
1063 425380 # [index ibit=38], [index idet=4]
1064 451161 # [index ibit=39], [index idet=4]
1065 476941 # [index ibit=40], [index idet=4]
1066 502722 # [index ibit=41], [index idet=4]
1067 528502 # [index ibit=42], [index idet=4]
1068 554283 # [index ibit=43], [index idet=4]
1069 580063 # [index ibit=44], [index idet=4]
1070 605844 # [index ibit=45], [index idet=4]
1071 631626 # [index ibit=46], [index idet=4]
1072 657406 # [index ibit=47], [index idet=4]
1073 683187 # [index ibit=48], [index idet=4]
1074 708967 # [index ibit=49], [index idet=4]
1075 734748 # [index ibit=50], [index idet=4]
1076 760528 # [index ibit=51], [index idet=4]
1077 786309 # [index ibit=52], [index idet=4]
1078 812089 # [index ibit=53], [index idet=4]
1079 837870 # [index ibit=54], [index idet=4]
1080 863652 # [index ibit=55], [index idet=4]
1081 889431 # [index ibit=56], [index idet=4]
1082 928103 # [index ibit=57], [index idet=4]
1083 979664 # [index ibit=58], [index idet=4]
1084 1031225 # [index ibit=59], [index idet=4]
1085 1082786 # [index ibit=60], [index idet=4]
1086 1134347 # [index ibit=61], [index idet=4]
1087 1185908 # [index ibit=62], [index idet=4]
1088 1237471 # [index ibit=63], [index idet=4]
1089 1126967 # [index ibit=64], [index idet=4]
1090 1177933 # [index ibit=65], [index idet=4]
1091 1228902 # [index ibit=66], [index idet=4]
1092 1279870 # [index ibit=67], [index idet=4]
1093 1330839 # [index ibit=68], [index idet=4]
1094 1381805 # [index ibit=69], [index idet=4]
1095 1432774 # [index ibit=70], [index idet=4]
1096 1483742 # [index ibit=71], [index idet=4]
1097 1534709 # [index ibit=72], [index idet=4]
1098 1585677 # [index ibit=73], [index idet=4]
1099 1636646 # [index ibit=74], [index idet=4]
1100 1687612 # [index ibit=75], [index idet=4]
1101 1738581 # [index ibit=76], [index idet=4]
1102 1789549 # [index ibit=77], [index idet=4]
1103 1840516 # [index ibit=78], [index idet=4]
1104 1891484 # [index ibit=79], [index idet=4]
1105 1967937 # [index ibit=80], [index idet=4]
1106 2069874 # [index ibit=81], [index idet=4]
1107 2171799 # [index ibit=82], [index idet=4]
1108 2273744 # [index ibit=83], [index idet=4]
1109 2375669 # [index ibit=84], [index idet=4]
1110 2477614 # [index ibit=85], [index idet=4]
1111 2579559 # [index ibit=86], [index idet=4]
1112 2681484 # [index ibit=87], [index idet=4]
1113 2783429 # [index ibit=88], [index idet=4]
1114 2885354 # [index ibit=89], [index idet=4]
1115 2987299 # [index ibit=90], [index idet=4]
1116 3089224 # [index ibit=91], [index idet=4]
1117 3191169 # [index ibit=92], [index idet=4]
1118 3293094 # [index ibit=93], [index idet=4]
1119 3395039 # [index ibit=94], [index idet=4]
1120 3496964 # [index ibit=95], [index idet=4]
1121 3598909 # [index ibit=96], [index idet=4]
1122 3700834 # [index ibit=97], [index idet=4]
1123 3802779 # [index ibit=98], [index idet=4]
1124 3904724 # [index ibit=99], [index idet=4]
1125 4057622 # [index ibit=100], [index idet=4]
1126 4261492 # [index ibit=101], [index idet=4]
1127 4465362 # [index ibit=102], [index idet=4]
1128 4669232 # [index ibit=103], [index idet=4]
1129 4873102 # [index ibit=104], [index idet=4]
1130 5076972 # [index ibit=105], [index idet=4]
1131 5280842 # [index ibit=106], [index idet=4]
1132 5484712 # [index ibit=107], [index idet=4]
1133 5688582 # [index ibit=108], [index idet=4]
1134 5892472 # [index ibit=109], [index idet=4]
1135 6096342 # [index ibit=110], [index idet=4]
1136 6300212 # [index ibit=111], [index idet=4]
1137 6504082 # [index ibit=112], [index idet=4]
1138 6707952 # [index ibit=113], [index idet=4]
1139 6911822 # [index ibit=114], [index idet=4]
1140 7115692 # [index ibit=115], [index idet=4]
1141 7319562 # [index ibit=116], [index idet=4]
1142 7523432 # [index ibit=117], [index idet=4]
1143 7727302 # [index ibit=118], [index idet=4]
1144 7931172 # [index ibit=119], [index idet=4]
1145 8135042 # [index ibit=120], [index idet=4]
1146 8440857 # [index ibit=121], [index idet=4]
1147 8848597 # [index ibit=122], [index idet=4]
1148 9256337 # [index ibit=123], [index idet=4]
1149 9664077 # [index ibit=124], [index idet=4]
1150 10071837 # [index ibit=125], [index idet=4]
1151 10479577 # [index ibit=126], [index idet=4]
1152 10887317 # [index ibit=127], [index idet=4]
1153 9901361 # [index ibit=128], [index idet=4]
1154 10307099 # [index ibit=129], [index idet=4]
1155 10712838 # [index ibit=130], [index idet=4]
1156 11118556 # [index ibit=131], [index idet=4]
1157 11524295 # [index ibit=132], [index idet=4]
1158 11930033 # [index ibit=133], [index idet=4]
1159 12335771 # [index ibit=134], [index idet=4]
1160 12741510 # [index ibit=135], [index idet=4]
1161 13147228 # [index ibit=136], [index idet=4]
1162 13552967 # [index ibit=137], [index idet=4]
1163 13958705 # [index ibit=138], [index idet=4]
1164 14364444 # [index ibit=139], [index idet=4]
1165 14770182 # [index ibit=140], [index idet=4]
1166 15175901 # [index ibit=141], [index idet=4]
1167 15581639 # [index ibit=142], [index idet=4]
1168 15987378 # [index ibit=143], [index idet=4]
1169 16595975 # [index ibit=144], [index idet=4]
1170 17407452 # [index ibit=145], [index idet=4]
1171 18218909 # [index ibit=146], [index idet=4]
1172 19030386 # [index ibit=147], [index idet=4]
1173 19841803 # [index ibit=148], [index idet=4]
1174 20653360 # [index ibit=149], [index idet=4]
1175 21464718 # [index ibit=150], [index idet=4]
1176 22276274 # [index ibit=151], [index idet=4]
1177 23087632 # [index ibit=152], [index idet=4]
1178 23899188 # [index ibit=153], [index idet=4]
1179 24710744 # [index ibit=154], [index idet=4]
1180 25522102 # [index ibit=155], [index idet=4]
1181 26333658 # [index ibit=156], [index idet=4]
1182 27145016 # [index ibit=157], [index idet=4]
1183 27956572 # [index ibit=158], [index idet=4]
1184 28767930 # [index ibit=159], [index idet=4]
1185 29579486 # [index ibit=160], [index idet=4]
1186 30391042 # [index ibit=161], [index idet=4]
1187 31202400 # [index ibit=162], [index idet=4]
1188 32013956 # [index ibit=163], [index idet=4]
1189 33230993 # [index ibit=164], [index idet=4]
1190 34854105 # [index ibit=165], [index idet=4]
1191 36477019 # [index ibit=166], [index idet=4]
1192 38099933 # [index ibit=167], [index idet=4]
1193 39722848 # [index ibit=168], [index idet=4]
1194 41345762 # [index ibit=169], [index idet=4]
1195 42968676 # [index ibit=170], [index idet=4]
1196 44591590 # [index ibit=171], [index idet=4]
1197 46214504 # [index ibit=172], [index idet=4]
1198 47837616 # [index ibit=173], [index idet=4]
1199 49460530 # [index ibit=174], [index idet=4]
1200 51083444 # [index ibit=175], [index idet=4]
1201 52706358 # [index ibit=176], [index idet=4]
1202 54329272 # [index ibit=177], [index idet=4]
1203 55952186 # [index ibit=178], [index idet=4]
1204 57575100 # [index ibit=179], [index idet=4]
1205 59198014 # [index ibit=180], [index idet=4]
1206 60820928 # [index ibit=181], [index idet=4]
1207 62444041 # [index ibit=182], [index idet=4]
1208 64066955 # [index ibit=183], [index idet=4]
1209 65689869 # [index ibit=184], [index idet=4]
1210 68124339 # [index ibit=185], [index idet=4]
1211 71370167 # [index ibit=186], [index idet=4]
1212 74615995 # [index ibit=187], [index idet=4]
1213 77861823 # [index ibit=188], [index idet=4]
1214 81107652 # [index ibit=189], [index idet=4]
1215 84353678 # [index ibit=190], [index idet=4]
1216 87599506 # [index ibit=191], [index idet=4]
1217 81502034 # [index ibit=192], [index idet=4]
1218 84690588 # [index ibit=193], [index idet=4]
1219 87878943 # [index ibit=194], [index idet=4]
1220 91067496 # [index ibit=195], [index idet=4]
1221 94255852 # [index ibit=196], [index idet=4]
1222 97444405 # [index ibit=197], [index idet=4]
1223 100632760 # [index ibit=198], [index idet=4]
1224 103821314 # [index ibit=199], [index idet=4]
1225 107009669 # [index ibit=200], [index idet=4]
1226 110198024 # [index ibit=201], [index idet=4]
1227 113386578 # [index ibit=202], [index idet=4]
1228 116574933 # [index ibit=203], [index idet=4]
1229 119763487 # [index ibit=204], [index idet=4]
1230 122951842 # [index ibit=205], [index idet=4]
1231 126140395 # [index ibit=206], [index idet=4]
1232 129328751 # [index ibit=207], [index idet=4]
1233 134111482 # [index ibit=208], [index idet=4]
1234 140488390 # [index ibit=209], [index idet=4]
1235 146865299 # [index ibit=210], [index idet=4]
1236 153242208 # [index ibit=211], [index idet=4]
1237 159619117 # [index ibit=212], [index idet=4]
1238 165996025 # [index ibit=213], [index idet=4]
1239 172372934 # [index ibit=214], [index idet=4]
1240 178749843 # [index ibit=215], [index idet=4]
1241 185126752 # [index ibit=216], [index idet=4]
1242 191503660 # [index ibit=217], [index idet=4]
1243 197880569 # [index ibit=218], [index idet=4]
1244 204256487 # [index ibit=219], [index idet=4]
1245 210633990 # [index ibit=220], [index idet=4]
1246 217011494 # [index ibit=221], [index idet=4]
1247 223388997 # [index ibit=222], [index idet=4]
1248 229764518 # [index ibit=223], [index idet=4]
1249 236142022 # [index ibit=224], [index idet=4]
1250 242519525 # [index ibit=225], [index idet=4]
1251 248895046 # [index ibit=226], [index idet=4]
1252 255272550 # [index ibit=227], [index idet=4]
1253 264838805 # [index ibit=228], [index idet=4]
1254 277591829 # [index ibit=229], [index idet=4]
1255 290344854 # [index ibit=230], [index idet=4]
1256 303099861 # [index ibit=231], [index idet=4]
1257 315852885 # [index ibit=232], [index idet=4]
1258 328607892 # [index ibit=233], [index idet=4]
1259 341360917 # [index ibit=234], [index idet=4]
1260 354113942 # [index ibit=235], [index idet=4]
1261 366868948 # [index ibit=236], [index idet=4]
1262 379621973 # [index ibit=237], [index idet=4]
1263 392376979 # [index ibit=238], [index idet=4]
1264 405130004 # [index ibit=239], [index idet=4]
1265 417883029 # [index ibit=240], [index idet=4]
1266 430638036 # [index ibit=241], [index idet=4]
1267 443391060 # [index ibit=242], [index idet=4]
1268 456146067 # [index ibit=243], [index idet=4]
1269 468899092 # [index ibit=244], [index idet=4]
1270 481652116 # [index ibit=245], [index idet=4]
1271 494407123 # [index ibit=246], [index idet=4]
1272 507160148 # [index ibit=247], [index idet=4]
1273 519915154 # [index ibit=248], [index idet=4]
1274 539045682 # [index ibit=249], [index idet=4]
1275 564551732 # [index ibit=250], [index idet=4]
1276 590059763 # [index ibit=251], [index idet=4]
1277 615567795 # [index ibit=252], [index idet=4]
1278 641075826 # [index ibit=253], [index idet=4]
1279 666583857 # [index ibit=254], [index idet=4]
1280 692089907 # [index ibit=255], [index idet=4]
1281 16260 # [index ibit=0], [index idet=5]
1282 48782 # [index ibit=1], [index idet=5]
1283 81303 # [index ibit=2], [index idet=5]
1284 113825 # [index ibit=3], [index idet=5]
1285 146346 # [index ibit=4], [index idet=5]
1286 178868 # [index ibit=5], [index idet=5]
1287 211389 # [index ibit=6], [index idet=5]
1288 243909 # [index ibit=7], [index idet=5]
1289 276432 # [index ibit=8], [index idet=5]
1290 308953 # [index ibit=9], [index idet=5]
1291 341475 # [index ibit=10], [index idet=5]
1292 373996 # [index ibit=11], [index idet=5]
1293 406517 # [index ibit=12], [index idet=5]
1294 439039 # [index ibit=13], [index idet=5]
1295 471560 # [index ibit=14], [index idet=5]
1296 504081 # [index ibit=15], [index idet=5]
1297 552864 # [index ibit=16], [index idet=5]
1298 617906 # [index ibit=17], [index idet=5]
1299 682949 # [index ibit=18], [index idet=5]
1300 747992 # [index ibit=19], [index idet=5]
1301 813035 # [index ibit=20], [index idet=5]
1302 878077 # [index ibit=21], [index idet=5]
1303 943120 # [index ibit=22], [index idet=5]
1304 1008160 # [index ibit=23], [index idet=5]
1305 1073210 # [index ibit=24], [index idet=5]
1306 1138250 # [index ibit=25], [index idet=5]
1307 1203290 # [index ibit=26], [index idet=5]
1308 1268330 # [index ibit=27], [index idet=5]
1309 1333380 # [index ibit=28], [index idet=5]
1310 1398420 # [index ibit=29], [index idet=5]
1311 1463460 # [index ibit=30], [index idet=5]
1312 1528510 # [index ibit=31], [index idet=5]
1313 1593550 # [index ibit=32], [index idet=5]
1314 1658590 # [index ibit=33], [index idet=5]
1315 1723630 # [index ibit=34], [index idet=5]
1316 1788680 # [index ibit=35], [index idet=5]
1317 1886240 # [index ibit=36], [index idet=5]
1318 2016330 # [index ibit=37], [index idet=5]
1319 2146410 # [index ibit=38], [index idet=5]
1320 2276500 # [index ibit=39], [index idet=5]
1321 2406580 # [index ibit=40], [index idet=5]
1322 2536670 # [index ibit=41], [index idet=5]
1323 2666750 # [index ibit=42], [index idet=5]
1324 2796840 # [index ibit=43], [index idet=5]
1325 2926920 # [index ibit=44], [index idet=5]
1326 3057010 # [index ibit=45], [index idet=5]
1327 3187100 # [index ibit=46], [index idet=5]
1328 3317180 # [index ibit=47], [index idet=5]
1329 3447269 # [index ibit=48], [index idet=5]
1330 3577350 # [index ibit=49], [index idet=5]
1331 3707440 # [index ibit=50], [index idet=5]
1332 3837520 # [index ibit=51], [index idet=5]
1333 3967610 # [index ibit=52], [index idet=5]
1334 4097690 # [index ibit=53], [index idet=5]
1335 4227780 # [index ibit=54], [index idet=5]
1336 4357870 # [index ibit=55], [index idet=5]
1337 4487950 # [index ibit=56], [index idet=5]
1338 4683080 # [index ibit=57], [index idet=5]
1339 4943250 # [index ibit=58], [index idet=5]
1340 5203420 # [index ibit=59], [index idet=5]
1341 5463590 # [index ibit=60], [index idet=5]
1342 5723760 # [index ibit=61], [index idet=5]
1343 5983930 # [index ibit=62], [index idet=5]
1344 6244109 # [index ibit=63], [index idet=5]
1345 5686520 # [index ibit=64], [index idet=5]
1346 5943690 # [index ibit=65], [index idet=5]
1347 6200870 # [index ibit=66], [index idet=5]
1348 6458049 # [index ibit=67], [index idet=5]
1349 6715230 # [index ibit=68], [index idet=5]
1350 6972400 # [index ibit=69], [index idet=5]
1351 7229580 # [index ibit=70], [index idet=5]
1352 7486760 # [index ibit=71], [index idet=5]
1353 7743930 # [index ibit=72], [index idet=5]
1354 8001110 # [index ibit=73], [index idet=5]
1355 8258289 # [index ibit=74], [index idet=5]
1356 8515460 # [index ibit=75], [index idet=5]
1357 8772640 # [index ibit=76], [index idet=5]
1358 9029820 # [index ibit=77], [index idet=5]
1359 9286990 # [index ibit=78], [index idet=5]
1360 9544170 # [index ibit=79], [index idet=5]
1361 9929940 # [index ibit=80], [index idet=5]
1362 10444300 # [index ibit=81], [index idet=5]
1363 10958599 # [index ibit=82], [index idet=5]
1364 11473000 # [index ibit=83], [index idet=5]
1365 11987300 # [index ibit=84], [index idet=5]
1366 12501700 # [index ibit=85], [index idet=5]
1367 13016099 # [index ibit=86], [index idet=5]
1368 13530400 # [index ibit=87], [index idet=5]
1369 14044800 # [index ibit=88], [index idet=5]
1370 14559100 # [index ibit=89], [index idet=5]
1371 15073500 # [index ibit=90], [index idet=5]
1372 15587800 # [index ibit=91], [index idet=5]
1373 16102200 # [index ibit=92], [index idet=5]
1374 16616500 # [index ibit=93], [index idet=5]
1375 17130900 # [index ibit=94], [index idet=5]
1376 17645200 # [index ibit=95], [index idet=5]
1377 18159600 # [index ibit=96], [index idet=5]
1378 18673900 # [index ibit=97], [index idet=5]
1379 19188300 # [index ibit=98], [index idet=5]
1380 19702700 # [index ibit=99], [index idet=5]
1381 20474200 # [index ibit=100], [index idet=5]
1382 21502900 # [index ibit=101], [index idet=5]
1383 22531600 # [index ibit=102], [index idet=5]
1384 23560300 # [index ibit=103], [index idet=5]
1385 24589000 # [index ibit=104], [index idet=5]
1386 25617700 # [index ibit=105], [index idet=5]
1387 26646400 # [index ibit=106], [index idet=5]
1388 27675100 # [index ibit=107], [index idet=5]
1389 28703800 # [index ibit=108], [index idet=5]
1390 29732600 # [index ibit=109], [index idet=5]
1391 30761300 # [index ibit=110], [index idet=5]
1392 31790000 # [index ibit=111], [index idet=5]
1393 32818700 # [index ibit=112], [index idet=5]
1394 33847400 # [index ibit=113], [index idet=5]
1395 34876100 # [index ibit=114], [index idet=5]
1396 35904800 # [index ibit=115], [index idet=5]
1397 36933500 # [index ibit=116], [index idet=5]
1398 37962200 # [index ibit=117], [index idet=5]
1399 38990900 # [index ibit=118], [index idet=5]
1400 40019600 # [index ibit=119], [index idet=5]
1401 41048300 # [index ibit=120], [index idet=5]
1402 42591400 # [index ibit=121], [index idet=5]
1403 44648800 # [index ibit=122], [index idet=5]
1404 46706200 # [index ibit=123], [index idet=5]
1405 48763600 # [index ibit=124], [index idet=5]
1406 50821100 # [index ibit=125], [index idet=5]
1407 52878500 # [index ibit=126], [index idet=5]
1408 54935900 # [index ibit=127], [index idet=5]
1409 49960900 # [index ibit=128], [index idet=5]
1410 52008200 # [index ibit=129], [index idet=5]
1411 54055500 # [index ibit=130], [index idet=5]
1412 56102700 # [index ibit=131], [index idet=5]
1413 58150000 # [index ibit=132], [index idet=5]
1414 60197299 # [index ibit=133], [index idet=5]
1415 62244600 # [index ibit=134], [index idet=5]
1416 64291899 # [index ibit=135], [index idet=5]
1417 66339100 # [index ibit=136], [index idet=5]
1418 68386400 # [index ibit=137], [index idet=5]
1419 70433700 # [index ibit=138], [index idet=5]
1420 72481000 # [index ibit=139], [index idet=5]
1421 74528300 # [index ibit=140], [index idet=5]
1422 76575500 # [index ibit=141], [index idet=5]
1423 78622800 # [index ibit=142], [index idet=5]
1424 80670100 # [index ibit=143], [index idet=5]
1425 83741000 # [index ibit=144], [index idet=5]
1426 87835600 # [index ibit=145], [index idet=5]
1427 91930100 # [index ibit=146], [index idet=5]
1428 96024700 # [index ibit=147], [index idet=5]
1429 100119000 # [index ibit=148], [index idet=5]
1430 104214000 # [index ibit=149], [index idet=5]
1431 108308000 # [index ibit=150], [index idet=5]
1432 112403000 # [index ibit=151], [index idet=5]
1433 116497000 # [index ibit=152], [index idet=5]
1434 120592000 # [index ibit=153], [index idet=5]
1435 124687000 # [index ibit=154], [index idet=5]
1436 128781000 # [index ibit=155], [index idet=5]
1437 132876000 # [index ibit=156], [index idet=5]
1438 136970000 # [index ibit=157], [index idet=5]
1439 141065000 # [index ibit=158], [index idet=5]
1440 145159000 # [index ibit=159], [index idet=5]
1441 149254000 # [index ibit=160], [index idet=5]
1442 153349000 # [index ibit=161], [index idet=5]
1443 157443000 # [index ibit=162], [index idet=5]
1444 161538000 # [index ibit=163], [index idet=5]
1445 167679000 # [index ibit=164], [index idet=5]
1446 175869000 # [index ibit=165], [index idet=5]
1447 184058000 # [index ibit=166], [index idet=5]
1448 192247000 # [index ibit=167], [index idet=5]
1449 200436000 # [index ibit=168], [index idet=5]
1450 208625000 # [index ibit=169], [index idet=5]
1451 216814000 # [index ibit=170], [index idet=5]
1452 225003000 # [index ibit=171], [index idet=5]
1453 233192000 # [index ibit=172], [index idet=5]
1454 241382000 # [index ibit=173], [index idet=5]
1455 249571000 # [index ibit=174], [index idet=5]
1456 257760000 # [index ibit=175], [index idet=5]
1457 265949000 # [index ibit=176], [index idet=5]
1458 274138000 # [index ibit=177], [index idet=5]
1459 282327000 # [index ibit=178], [index idet=5]
1460 290516000 # [index ibit=179], [index idet=5]
1461 298705000 # [index ibit=180], [index idet=5]
1462 306894000 # [index ibit=181], [index idet=5]
1463 315084000 # [index ibit=182], [index idet=5]
1464 323273000 # [index ibit=183], [index idet=5]
1465 331462000 # [index ibit=184], [index idet=5]
1466 343746000 # [index ibit=185], [index idet=5]
1467 360124000 # [index ibit=186], [index idet=5]
1468 376502000 # [index ibit=187], [index idet=5]
1469 392880000 # [index ibit=188], [index idet=5]
1470 409258000 # [index ibit=189], [index idet=5]
1471 425637000 # [index ibit=190], [index idet=5]
1472 442015000 # [index ibit=191], [index idet=5]
1473 411248000 # [index ibit=192], [index idet=5]
1474 427337000 # [index ibit=193], [index idet=5]
1475 443425000 # [index ibit=194], [index idet=5]
1476 459514000 # [index ibit=195], [index idet=5]
1477 475602000 # [index ibit=196], [index idet=5]
1478 491691000 # [index ibit=197], [index idet=5]
1479 507779000 # [index ibit=198], [index idet=5]
1480 523868000 # [index ibit=199], [index idet=5]
1481 539956000 # [index ibit=200], [index idet=5]
1482 556044000 # [index ibit=201], [index idet=5]
1483 572133000 # [index ibit=202], [index idet=5]
1484 588221000 # [index ibit=203], [index idet=5]
1485 604310000 # [index ibit=204], [index idet=5]
1486 620398000 # [index ibit=205], [index idet=5]
1487 636487000 # [index ibit=206], [index idet=5]
1488 652575000 # [index ibit=207], [index idet=5]
1489 676708000 # [index ibit=208], [index idet=5]
1490 708885000 # [index ibit=209], [index idet=5]
1491 741062000 # [index ibit=210], [index idet=5]
1492 773239000 # [index ibit=211], [index idet=5]
1493 805416000 # [index ibit=212], [index idet=5]
1494 837593000 # [index ibit=213], [index idet=5]
1495 869770000 # [index ibit=214], [index idet=5]
1496 901947000 # [index ibit=215], [index idet=5]
1497 934124000 # [index ibit=216], [index idet=5]
1498 966301000 # [index ibit=217], [index idet=5]
1499 998478000 # [index ibit=218], [index idet=5]
1500 1030650000 # [index ibit=219], [index idet=5]
1501 1062830000 # [index ibit=220], [index idet=5]
1502 1095010000 # [index ibit=221], [index idet=5]
1503 1127190000 # [index ibit=222], [index idet=5]
1504 1159360000 # [index ibit=223], [index idet=5]
1505 1191540000 # [index ibit=224], [index idet=5]
1506 1223720000 # [index ibit=225], [index idet=5]
1507 1255890000 # [index ibit=226], [index idet=5]
1508 1288070000 # [index ibit=227], [index idet=5]
1509 1336340000 # [index ibit=228], [index idet=5]
1510 1400690000 # [index ibit=229], [index idet=5]
1511 1465040000 # [index ibit=230], [index idet=5]
1512 1529400000 # [index ibit=231], [index idet=5]
1513 1593750000 # [index ibit=232], [index idet=5]
1514 1658110000 # [index ibit=233], [index idet=5]
1515 1722460000 # [index ibit=234], [index idet=5]
1516 1786810000 # [index ibit=235], [index idet=5]
1517 1851170000 # [index ibit=236], [index idet=5]
1518 1915520000 # [index ibit=237], [index idet=5]
1519 1979880000 # [index ibit=238], [index idet=5]
1520 2044230000 # [index ibit=239], [index idet=5]
1521 2108580000 # [index ibit=240], [index idet=5]
1522 -2147483648 # [index ibit=241], [index idet=5]
1523 -2147483648 # [index ibit=242], [index idet=5]
1524 -2147483648 # [index ibit=243], [index idet=5]
1525 -2147483648 # [index ibit=244], [index idet=5]
1526 -2147483648 # [index ibit=245], [index idet=5]
1527 -2147483648 # [index ibit=246], [index idet=5]
1528 -2147483648 # [index ibit=247], [index idet=5]
1529 -2147483648 # [index ibit=248], [index idet=5]
1530 -2147483648 # [index ibit=249], [index idet=5]
1531 -2147483648 # [index ibit=250], [index idet=5]
1532 -2147483648 # [index ibit=251], [index idet=5]
1533 -2147483648 # [index ibit=252], [index idet=5]
1534 -2147483648 # [index ibit=253], [index idet=5]
1535 -2147483648 # [index ibit=254], [index idet=5]
1536 -2147483648 # [index ibit=255], [index idet=5]
1537 9268 # [index ibit=0], [index idet=6]
1538 27805 # [index ibit=1], [index idet=6]
1539 46342 # [index ibit=2], [index idet=6]
1540 64880 # [index ibit=3], [index idet=6]
1541 83417 # [index ibit=4], [index idet=6]
1542 101954 # [index ibit=5], [index idet=6]
1543 120491 # [index ibit=6], [index idet=6]
1544 139028 # [index ibit=7], [index idet=6]
1545 157566 # [index ibit=8], [index idet=6]
1546 176103 # [index ibit=9], [index idet=6]
1547 194640 # [index ibit=10], [index idet=6]
1548 213177 # [index ibit=11], [index idet=6]
1549 231714 # [index ibit=12], [index idet=6]
1550 250252 # [index ibit=13], [index idet=6]
1551 268789 # [index ibit=14], [index idet=6]
1552 287326 # [index ibit=15], [index idet=6]
1553 315132 # [index ibit=16], [index idet=6]
1554 352206 # [index ibit=17], [index idet=6]
1555 389280 # [index ibit=18], [index idet=6]
1556 426355 # [index ibit=19], [index idet=6]
1557 463429 # [index ibit=20], [index idet=6]
1558 500503 # [index ibit=21], [index idet=6]
1559 537578 # [index ibit=22], [index idet=6]
1560 574651 # [index ibit=23], [index idet=6]
1561 611729 # [index ibit=24], [index idet=6]
1562 648802 # [index ibit=25], [index idet=6]
1563 685875 # [index ibit=26], [index idet=6]
1564 722948 # [index ibit=27], [index idet=6]
1565 760026 # [index ibit=28], [index idet=6]
1566 797099 # [index ibit=29], [index idet=6]
1567 834172 # [index ibit=30], [index idet=6]
